"Cancelar grupo de seleção 8","Principal","8","Cancelar grupo de seleção 8",
"Cancelar grupo de seleção 7","Principal","7","Cancelar grupo de seleção 7",
"Cancelar grupo de seleção 6","Principal","6","Cancelar grupo de seleção 6",
"Cancelar grupo de seleção 5","Principal","5","Cancelar grupo de seleção 5",
"Cancelar grupo de seleção 4","Principal","4","Cancelar grupo de seleção 4",
"Cancelar grupo de seleção 3","Principal","3","Cancelar grupo de seleção 3",
"Cancelar grupo de seleção 2","Principal","2","Cancelar grupo de seleção 2",
"Cancelar grupo de seleção 1","Principal","1","Cancelar grupo de seleção 1",
"Cancelar grupo de seleção 0","Principal","0","Cancelar grupo de seleção 0",
"Borracha","Principal","X","Remover áreas indesejadas em um desenho.",
"Avançar um","Principal","Ctrl+PgUp","Mover objeto um nível acima na ordem de empilhamento.",
"Aumento do tamanho da fonte","Principal","Ctrl+NUMPAD8","Aumento do tamanho da fonte",
"Aumento do tamanho da fonte","Edição de texto da tabela","Ctrl+NUMPAD8","Aumento do tamanho da fonte",
"Aumento do tamanho da fonte","Edição de texto","Ctrl+NUMPAD8","Aumento do tamanho da fonte",
"Atualizar janela","Principal","Ctrl+W","Redesenhar",
"Assistente de configuração frente e verso...","Visualização de impressão","Ctrl+D","Assistente de configuração frente e verso...",
"Ampliar","Visualização de efeitos","F2","Ampliar",
"Amostra de cor do preenchimento de malha","Principal","Ctrl+Shift+E","Amostra de uma cor da área de trabalho para aplicação nos nós selecionados.",
"Alternar visualização","Principal","Shift+F9","Alternar visualização",
"Alternar estado de escolha","Principal","Ctrl+Espaço","Alternar estado de escolha",
"Alternar cúspide e liso","Edição da curva","C","Alternar os nós selecionados entre cúspide e liso.",
"Alternar cores de pré-visualização","Principal","Ctrl+Shift+I","Alternar entre a cor de visualização principal e a secundária.",
"Alternar Suave e Simétrico","Edição da curva","S","Alterne os nós selecionados entre suave e simétrico.",
"Alternar Linha","Edição da curva","L","Alterne os nós selecionados entre uma linha e um segmento de curva.",
"Alinhar à esquerda","Principal","L","Alinhar à esquerda",
"Alinhar à direita","Principal","R","Alinhar à direita",
"Alinhar à Linha de base","Principal","Alt+F12","Alinhar à Linha de base",
"Alinhar parte inferior","Principal","B","Alinhar parte inferior",
"Alinhar e distribuir","Principal","Ctrl+Shift+A","Posicione objetos com precisão um em relação ao outro ou em pontos específicos da página.",
"Alinhar centros verticalmente","Principal","E","Alinhar centros verticalmente",
"Alinhar centros horizontalmente","Principal","C","Alinhar centros horizontalmente",
"Alinhar acima","Principal","T","Alinhar acima",
"Agrupar","Principal","Ctrl+G","Agrupe objetos preservando seus atributos individuais.",
"Adicionar valor inicial da coluna","Configurar fonte de dados","Ctrl+S","Adicionar valor inicial do número (Ctrl+S)",
"Adicionar valor final da coluna","Configurar fonte de dados","Ctrl+E","Adicionar valor final do número (Ctrl+E)",
"Adicionar ao grupo de seleção 9","Principal","Alt+9","Adicionar ao grupo de seleção 9",
"Adicionar ao grupo de seleção 8","Principal","Alt+8","Adicionar ao grupo de seleção 8",
"Adicionar ao grupo de seleção 7","Principal","Alt+7","Adicionar ao grupo de seleção 7",
"Adicionar ao grupo de seleção 6","Principal","Alt+6","Adicionar ao grupo de seleção 6",
"Adicionar ao grupo de seleção 5","Principal","Alt+5","Adicionar ao grupo de seleção 5",
"Adicionar ao grupo de seleção 4","Principal","Alt+4","Adicionar ao grupo de seleção 4",
"Adicionar ao grupo de seleção 3","Principal","Alt+3","Adicionar ao grupo de seleção 3",
"Adicionar ao grupo de seleção 2","Principal","Alt+2","Adicionar ao grupo de seleção 2",
"Adicionar ao grupo de seleção 1","Principal","Alt+1","Adicionar ao grupo de seleção 1",
"Adicionar ao grupo de seleção 0","Principal","Alt+0","Adicionar ao grupo de seleção 0",
"Adicionar Coluna...","Configurar fonte de dados","Ctrl+A","Adicionar Coluna...",
"Abrir...","Principal","Ctrl+O","Abra um documento existente navegando até a pasta onde o documento está.",
"Abrir fonte de dados ODBC...","Configurar fonte de dados","Ctrl+O","Abrir fonte de dados ODBC...",
"","Effects","F2","",
"","Visualização de efeitos","Ctrl+P","",
"","Endireitar imagem","F3","",
"","Endireitar imagem","F2","",
"","Effects","F3","",
